Symbol,Name,Sector,Industry
ACONW,Aclarion Inc. Warrant,Health Care,Medical Specialities
ICUCW,SeaStar Medical Holding Corporation Warrant,Health Care,Medical/Dental Instruments
MSAIW,MultiSensor AI Holdings Inc. Warrant,Technology,Electronic Components
CDTTW,CDT Equity Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
HUBCW,Hub Cyber Security Ltd. Warrant 2/27/28,Telecommunications,Computer Communications Equipment
CDIOW,Cardio Diagnostics Holdings Inc. Warrant,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
XOSWW,Xos Inc. Warrants,Consumer Discretionary,Auto Parts:O.E.M.
DRMAW,Dermata Therapeutics Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
FCHL,Fitness Champs Holdings Limited Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
ASBPW,Aspire Biopharma Holdings Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
WOK,WORK Medical Technology Group LTD Class A Ordinary Shares,Health Care,Medical/Dental Instruments
RVSNW,Rail Vision Ltd. Warrant,Industrials,Railroads
MKDWW,MKDWELL Tech Inc. Warrants,Technology,Consumer Electronics/Appliances
HUBCZ,Hub Cyber Security Ltd. Warrant,Telecommunications,Computer Communications Equipment
SLXNW,Silexion Therapeutics Corp Warrant,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APLMW,Apollomics Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
REVBW,Revelation Biosciences Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,Real Estate,Real Estate Investment Trusts
DAICW,CID HoldCo Inc. Warrants,Technology,EDP Services
BNZIW,Banzai International Inc. Warrant,Technology,Computer Software: Prepackaged Software
SMXWW,SMX (Security Matters) Public Limited Company Warrant,Technology,Industrial Machinery/Components
KIDZW,KIDZ AI Inc. Warrants,Real Estate,Other Consumer Services
MLECW,Moolec Science SA Warrant,Finance,Blank Checks
KVACW,Keen Vision Acquisition Corporation Warrant,Others,Others
KCHVU,Kochav Defense Acquisition Corp. Units,Others,Others
KCHVR,Kochav Defense Acquisition Corp. Right,Finance,Blank Checks
KCHV,Kochav Defense Acquisition Corp. Class A Ordinary Shares,Others,Others
LAFA,LaFayette Acquisition Corp. Ordinary Share,Others,Others
GECCG,Great Elm Capital Corp. 7.75% Notes Due 2030,Finance,Finance: Consumer Services
KBONW,Karbon Capital Partners Corp. Warrant,Finance,Blank Checks
APURR,Aperture AC Rights,Finance,Blank Checks
APUR,Aperture AC Class A Ordinary Shares,Finance,Blank Checks
APMCU,AmperCap Acquisition Company Unit,Finance,Blank Checks
GECCH,Great Elm Capital Corp. 8.125% Notes Due 2029,Others,Others
APACU,StoneBridge Acquisition II Corporation Units,Finance,Blank Checks
GECCI,Great Elm Capital Corp. 8.50% NOTES DUE 2029,Finance,Finance Companies
KPET,KPET Ultra Paceline Corporation Class A Ordinary Shares,Others,Others
ARTCW,Art Technology Acquisition Corp. Warrants,Others,Others
VSECU,VSE Corporation Tangible Equity Units,Others,Others
VBF,Invesco Bond Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
VCX,Fundrise Innovation Fund LLC Common Shares of Limited Liability Company Interests,Others,Others
VECA,Vernal Capital Acquisition Corp. Ordinary Shares,Others,Others
GCGR,General Catalyst Global Resilience Merger Corp. Class A Ordinary Shares,Others,Others
GCGRU,General Catalyst Global Resilience Merger Corp. Units,Others,Others
GCGRW,General Catalyst Global Resilience Merger Corp. Warrants,Others,Others
FTHA,Forefront Tech Holdings Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks
ARCI,Archimedes Tech SPAC Partners III Co. Ordinary Share,Others,Others
ARCIW,Archimedes Tech SPAC Partners III Co. Warrant,Others,Others
ARCL,ARC Group Acquisition I Corp Class A Ordinary Shares,Finance,Blank Checks
ASPCU,A SPAC III Acquisition Corp. Unit,Finance,Blank Checks
LAFAR,LaFayette Acquisition Corp. Rights,Others,Others
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,Finance,Trusts Except Educational Religious and Charitable
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
FXACU,FortuneX Acquisition Corporation Units,Finance,Blank Checks
GAING,Gladstone Investment Corporation 7.125% Notes due 2031,Finance,Finance: Consumer Services
GAINI,Gladstone Investment Corporation 7.875% Notes due 2030,Finance,Finance: Consumer Services
KRSP,Rice Acquisition Corporation 3 Class A Ordinary Shares,Others,Others
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),Finance,Finance: Consumer Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,Finance,Finance Companies
LGI,Lazard Global Total Return and Income Fund Common Stock,Others,Others
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,Others,Others
KVACU,Keen Vision Acquisition Corporation Units,Others,Others
ARCLR,ARC Group Acquisition I Corp Right,Finance,Blank Checks
WIA,Western Asset Inflation-Linked Income Fund,Finance,Trusts Except Educational Religious and Charitable
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,Finance,Finance Companies
ALOV,Aldabra 4 Liquidity Opportunity Vehicle Inc. Class A Ordinary Shares,Others,Others
ALOVU,Aldabra 4 Liquidity Opportunity Vehicle Inc. Units,Finance,Blank Checks
RWAYI,Runway Growth Finance Corp. 7.25% Notes due 2031,Finance,Finance: Consumer Services
RTACW,Renatus Tactical Acquisition Corp I Warrant,Finance,Blank Checks
VNME,Vendome Acquisition Corporation I Class A Ordinary Shares,Finance,Blank Checks
VVR,Invesco Senior Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,Others,Others
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,Others,Others
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
APXT,Apex Treasury Corporation Class A Ordinary Share,Technology,Computer Software: Prepackaged Software
KBON,Karbon Capital Partners Corp. Class A Ordinary Shares,Finance,Blank Checks
APXTW,Apex Treasury Corporation Warrants,Finance,Blank Checks
RREV,RRE Ventures Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
RREVU,RRE Ventures Acquisition Corp. Units,Finance,Blank Checks
RREVW,RRE Ventures Acquisition Corp. Warrants,Finance,Blank Checks
RTAC,Renatus Tactical Acquisition Corp I Class A Ordinary Shares,Finance,Blank Checks
RTACU,Renatus Tactical Acquisition Corp I Unit,Finance,Blank Checks
ALISR,Calisa Acquisition Corp Right,Finance,Blank Checks
SCII,SC II Acquisition Corp. Class A ordinary share,Others,Others
SCIIR,SC II Acquisition Corp. Rights,Others,Others
SCIIU,SC II Acquisition Corp. Units,Others,Others
UYSC,UY Scuti Acquisition Corp. Ordinary Shares,Finance,Blank Checks
UYSCU,UY Scuti Acquisition Corp. Units,Others,Others
HAVA,Harvard Ave Acquisition Corporation Class A Ordinary Share,Others,Others
APXTU,Apex Treasury Corporation Units,Finance,Blank Checks
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,Finance,Finance: Consumer Services
ETSS,Energy Transition Special Opportunities Class A Ordinary Shares,Finance,Blank Checks
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
EVAC,EQV Ventures Acquisition Corp. II Class A Ordinary Shares,Industrials,Fluid Controls
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
ARTC,Art Technology Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
KBONU,Karbon Capital Partners Corp. Units,Finance,Blank Checks
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
VLT,Invesco High Income Trust II,Finance,Trusts Except Educational Religious and Charitable
APAC,StoneBridge Acquisition II Corporation Class A Ordinary Shares,Others,Others
WENC,West Enclave Merger Corp. Ordinary Shares,Finance,Blank Checks
KOYNW,CSLM Digital Asset Acquisition Corp III Warrants,Others,Others
KRAQ,KRAKacquisition Corp Class A Ordinary Shares,Others,Others
KRAQU,KRAKacquisition Corp Unit,Others,Others
KRAQW,KRAKacquisition Corp Warrants,Others,Others
SAAQ,Space Asset Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
SAAQU,Space Asset Acquisition Corp. Units,Finance,Blank Checks
SAAQW,Space Asset Acquisition Corp. Warrants,Finance,Blank Checks
VHCP,Vine Hill Capital Investment Corp. II Class A Ordinary Shares,Others,Others
VHCPW,Vine Hill Capital Investment Corp. II Warrants,Others,Others
ALOVW,Aldabra 4 Liquidity Opportunity Vehicle Inc. Warrants,Others,Others
ALPXU,Alpex Acquisition Corporation Unit,Others,Others
AMAN,Amanat Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks
WEA,Western Asset Bond Fund Share of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
KOYN,CSLM Digital Asset Acquisition Corp III Class A Ordinary Shares,Others,Others
LKSP,Lake Superior Acquisition Corp. Class A Ordinary Shares,Others,Others
LKSPR,Lake Superior Acquisition Corp. Rights,Others,Others
LKSPU,Lake Superior Acquisition Corp. Units,Others,Others
BAYAU,Bayview Acquisition Corp Unit,Others,Others
BBCQ,Bleichroeder Acquisition Corp. II Class A Ordinary Shares,Others,Others
BBCQU,Bleichroeder Acquisition Corp. II Units,Others,Others
BBCQW,Bleichroeder Acquisition Corp. II Warrants,Others,Others
WTG,Wintergreen Acquisition Corp. Ordinary Shares,Finance,Blank Checks
LPAA,Launch One Acquisition Corp. Class A Ordinary shares,Others,Others
LPAAW,Launch One Acquisition Corp. Warrant,Finance,Blank Checks
LPBB,Launch Two Acquisition Corp. Class A Ordinary Shares,Others,Others
LPBBW,Launch Two Acquisition Corp. Warrant,Others,Others
LPCV,Launchpad Cadenza Acquisition Corp I Class A Ordinary Share,Others,Others
LAFAU,LaFayette Acquisition Corp. Unit,Others,Others
LPCVW,Launchpad Cadenza Acquisition Corp I Warrant,Others,Others
LIMNW,Liminatus Pharma Inc. Warrants,Others,Others
DXYZ,Destiny Tech100 Inc. Common Stock,Others,Others
LFAC,Leapfrog Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks
LFACW,Leapfrog Acquisition Corporation Warrants,Finance,Blank Checks
ECCU,Eagle Point Credit Company 7.75% Notes due 2030,Others,Others
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
EEA,The European Equity Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
WLIIW,Willow Lane Acquisition Corp. II Warrants,Finance,Blank Checks
WSBK,Winchester Bancorp Inc. Common Stock,Others,Others
ATII,Archimedes Tech SPAC Partners II Co. Ordinary Shares,Others,Others
ATIIU,Archimedes Tech SPAC Partners II Co. Unit,Finance,Blank Checks
LPCVU,Launchpad Cadenza Acquisition Corp I Unit,Finance,Blank Checks
XSLLU,Xsolla SPAC 1 Units,Finance,Blank Checks
XSLLW,Xsolla SPAC 1 Warrants,Finance,Blank Checks
BDCI,BTC Development Corp. Class A Ordinary Shares,Finance,Blank Checks
BDCIU,BTC Development Corp. Unit,Finance,Blank Checks
BDCIW,BTC Development Corp. Warrant,Finance,Blank Checks
BEAG,Bold Eagle Acquisition Corp. Class A Ordinary Shares,Others,Others
BEAGR,Bold Eagle Acquisition Corp. Right,Others,Others
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,Finance,Finance Companies
BCAR,D. Boral ARC Acquisition I Corp. Class A Ordinary Shares,Finance,Blank Checks
BCARU,D. Boral ARC Acquisition I Corp. Units,Finance,Blank Checks
BCARW,D. Boral ARC Acquisition I Corp. Warrant,Finance,Blank Checks
XRPN,Armada Acquisition Corp. II Class A Ordinary Shares,Finance,Blank Checks
XRPNU,Armada Acquisition Corp. II Units,Finance,Blank Checks
XRPNW,Armada Acquisition Corp. II Warrant,Finance,Blank Checks
RDAG,Republic Digital Acquisition Company Class A Ordinary Shares,Finance,Blank Checks
TDF,Templeton Dragon Fund Inc. Common Stock,Finance,Finance/Investors Services
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,Finance,Finance Companies
BGMS,Bio Green Med Solution Inc. Common Stock,Others,Others
BHAV,BHAV Acquisition Corp Class A Ordinary Shares,Others,Others
BHAVR,BHAV Acquisition Corp Rights,Finance,Blank Checks
BHAVU,BHAV Acquisition Corp Units,Others,Others
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,Finance,Finance Companies
WTGUR,Wintergreen Acquisition Corp. Rights,Finance,Blank Checks
WTGUU,Wintergreen Acquisition Corp. Unit,Others,Others
XCBE,X3 Acquisition Corp. Ltd. Class A Ordinary Shares,Others,Others
XCBEU,X3 Acquisition Corp. Ltd. Unit,Finance,Blank Checks
XELLL,Xcel Energy Inc. 6.25% Junior Subordinated Notes Series due 2085,Utilities,Power Generation
RDAC,Rising Dragon Acquisition Corp. Ordinary Shares,Others,Others
RDACR,Rising Dragon Acquisition Corp. Rights,Finance,Blank Checks
TCPA,TransCanada PipeLines Limited 6.250% Junior Subordinated Notes due 2085,Utilities,Natural Gas Distribution
ASPC,A SPAC III Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
ASPCR,A SPAC III Acquisition Corp. Right,Finance,Blank Checks
FVAV,Fortress Value Acquisition Corp. V Class A Ordinary Shares,Others,Others
FVN,Future Vision II Acquisition Corporation Ordinary shares,Others,Others
FVNNU,Future Vision II Acquisition Corporation Units,Others,Others
FWACU,Futurewave Acquisition Corporation Units,Others,Others
FSHP,Flag Ship Acquisition Corp. Ordinary Shares,Others,Others
FSHPR,Flag Ship Acquisition Corp. Right,Others,Others
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,Finance,Finance Companies
VACI,Viking Acquisition Corp. I Class A Ordinary Shares,Telecommunications,Telecommunications Equipment
LCCCU,Lakeshore Acquisition III Corp. Unit,Finance,Blank Checks
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,Others,Others
ELLA,Ellington Credit Company 8.50% Notes due 2031,Real Estate,Real Estate Investment Trusts
ATIIW,Archimedes Tech SPAC Partners II Co. Warrant,Finance,Blank Checks
EMF,Templeton Emerging Markets Fund Common Stock,Finance,Finance/Investors Services
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,Finance,Investment Managers
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,Finance,Investment Managers
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,Finance,Finance/Investors Services
FTHAW,Forefront Tech Holdings Acquisition Corp Warrant,Finance,Blank Checks
EHI,Western Asset Global High Income Fund Inc Common Stock,Finance,Investment Managers
GIX,GigCapital9 Corp. Class A Ordinary Share,Finance,Blank Checks
LATA,Galata Acquisition Corp. II Class A Ordinary Shares,Finance,Blank Checks
LATAU,Galata Acquisition Corp. II Units,Others,Others
LATAW,Galata Acquisition Corp. II Warrant,Finance,Blank Checks
LCCC,Lakeshore Acquisition III Corp. Ordinary Shares,Finance,Blank Checks
LCCCR,Lakeshore Acquisition III Corp. Rights,Finance,Blank Checks
ARCLU,ARC Group Acquisition I Corp Unit,Finance,Blank Checks
ARCLW,ARC Group Acquisition I Corp Warrants,Finance,Blank Checks
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,Finance,Finance/Investors Services
USA,Liberty All-Star Equity Fund Common Stock,Finance,Finance Companies
FTHAU,Forefront Tech Holdings Acquisition Corp Unit,Finance,Blank Checks
RFAIU,RF Acquisition Corp II Unit,Technology,Computer Software: Prepackaged Software
RFAM,RF Acquisition Corp III Ordinary Shares,Others,Others
RFAMU,RF Acquisition Corp III Units,Finance,Blank Checks
RIBB,Ribbon Acquisition Corp Class A Ordinary Shares,Others,Others
RIBBR,Ribbon Acquisition Corp Rights,Others,Others
RIBBU,Ribbon Acquisition Corp Unit,Others,Others
WLII,Willow Lane Acquisition Corp. II Class A Ordinary Shares,Finance,Blank Checks
WLIIU,Willow Lane Acquisition Corp. II Unit,Others,Others
AXINR,Axiom Intelligence Acquisition Corp 1 Right,Finance,Blank Checks
AXINU,Axiom Intelligence Acquisition Corp 1 Units,Finance,Blank Checks
TVE,Tennessee Valley Authority,Utilities,Electric Utilities: Central
TWN,Taiwan Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
WLCOU,Wilco 63 Corporation Units,Others,Others
RFAI,RF Acquisition Corp II Ordinary Shares,Others,Others
RFAIR,RF Acquisition Corp II Right,Technology,Computer Software: Prepackaged Software
RDAGU,Republic Digital Acquisition Company Unit,Finance,Blank Checks
RDAGW,Republic Digital Acquisition Company Warrants,Finance,Blank Checks
TPTS,Terra Property Trust Inc. 7.00% Senior Secured Notes due 2029,Real Estate,Real Estate Investment Trusts
TRAD,APEX Tech Acquisition Inc. Ordinary Shares,Finance,Investment Bankers/Brokers/Service
TSI,TCW Strategic Income Fund Inc. Common Stock,Finance,Investment Managers
TVC,Tennessee Valley Authority Common Stock,Utilities,Electric Utilities: Central
AVAT,Avalanche Treasury Corporation Class A Common Stock,Finance,Finance: Consumer Services
AXIN,Axiom Intelligence Acquisition Corp 1 Class A Ordinary Shares,Finance,Blank Checks
RNGT,Range Capital Acquisition Corp II Class A Ordinary Shares,Finance,Blank Checks
RNGTW,Range Capital Acquisition Corp II Warrants,Finance,Blank Checks
WENN,Wen Acquisition Corp Class A Ordinary Shares,Others,Others
WENNW,Wen Acquisition Corp Warrant,Finance,Blank Checks
TWOD,Two Harbors Investments Corp 9.375% Senior Notes due 2030,Real Estate,Real Estate Investment Trusts
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
HGLB,Highland Global Allocation Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,Finance,Finance/Investors Services
HIX,Western Asset High Income Fund II Inc. Common Stock,Finance,Finance/Investors Services
HONIV,Honeywell International Inc. Common Stock Ex Distribution When Issued,Industrials,Aerospace
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,Finance,Finance Companies
HVMCU,Highview Merger Corp. Units,Finance,Blank Checks
HVMCW,Highview Merger Corp. Warrants,Others,Others
GDL,GDL Fund The Common Shares of Beneficial Interest,Finance,Investment Managers
GDO,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,Finance,Finance Companies
IPCX,Inflection Point Acquisition Corp. III Class A Ordinary Shares,Finance,Blank Checks
GF,New Germany Fund Inc. (The) Common Stock,Finance,Investment Managers
GHY,PGIM Global High Yield Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
TDWDU,Tailwind 2.0 Acquisition Corp. Unit,Finance,Blank Checks
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,Finance,Investment Managers
GGN,GAMCO Global Gold Natural Resources & Income Trust,Finance,Finance/Investors Services
GLO,Clough Global Opportunities Fund Common Stock,Finance,Finance/Investors Services
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
GRAF,Graf Global Corp. Class A ordinary shares,Others,Others
HVIIR,Hennessy Capital Investment Corp. VII Rights,Finance,Blank Checks
HVMC,Highview Merger Corp. Class A Ordinary Share,Others,Others
ERC,Allspring Multi-Sector Income Fund Common Stock,Finance,Finance/Investors Services
ERH,Allspring Utilities and High Income Fund Common Shares,Finance,Finance/Investors Services
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
TDAC,Translational Development Acquisition Corp. Ordinary Shares,Others,Others
TDACU,Translational Development Acquisition Corp. Units,Others,Others
TDACW,Translational Development Acquisition Corp. Warrants,Others,Others
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,Finance,Finance: Consumer Services
DHY,Credit Suisse High Yield Credit Fund Common Stock,Finance,Finance/Investors Services
EAD,Allspring Income Opportunities Fund Common Shares,Finance,Finance/Investors Services
ECF,Ellsworth Growth and Income Fund Ltd.,Finance,Finance/Investors Services
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,Finance,Finance/Investors Services
IPEXU,Inflection Point Acquisition Corp. V Units,Finance,Blank Checks
IPFX,Inflection Point Acquisition Corp. VI Class A Ordinary Shares,Finance,Blank Checks
IPFXU,Inflection Point Acquisition Corp. VI Units,Finance,Blank Checks
IPFXW,Inflection Point Acquisition Corp. VI Warrant,Finance,Blank Checks
IPVVU,InterPrivate Investment Partners V Inc. Units,Finance,Blank Checks
IRHO,Iron Horse Acquisitions II Corp. Common Stock,Others,Others
IRHOR,Iron Horse Acquisitions Corp. II Rights,Others,Others
IRHOU,Iron Horse Acquisitions II Corp. Units,Finance,Blank Checks
JATT,JATT II Acquisition Corp Ordinary Shares,Others,Others
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable
HEQ,John Hancock Diversified Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
IPCXR,Inflection Point Acquisition Corp. III Rights,Finance,Blank Checks
IPCXU,Inflection Point Acquisition Corp. III Units,Finance,Blank Checks
IPEX,Inflection Point Acquisition Corp. V Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
IPEXR,Inflection Point Acquisition Corp. V Rights,Finance,Blank Checks
TMTSU,Spartacus Acquisition Corp. II Unit,Finance,Blank Checks
TMUSI,T-Mobile US Inc. 5.500% Senior Notes due June 2070,Telecommunications,Telecommunications Equipment
TMUSL,T-Mobile US Inc. 6.250% Senior Notes due 2069,Telecommunications,Telecommunications Equipment
TMUSZ,T-Mobile US Inc. 5.500% Senior Notes due March 2070,Telecommunications,Telecommunications Equipment
AESPU,Aeon Acquisition I Corp. Units,Others,Others
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,Finance,Investment Managers
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
HEI/A,Heico Corporation,Others,Others
FMY,First Trust Mortgage Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
ADACW,American Drive Acquisition Company Warrant,Others,Others
ADAMG,Adamas Trust Inc. 9.125% Senior Notes Due 2030,Real Estate,Real Estate Investment Trusts
AACPW,Apogee Acquisition Corp Warrant,Finance,Blank Checks
AACPU,Apogee Acquisition Corp Units,Finance,Blank Checks
AACP,Apogee Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks
AACOW,Abony Acquisition Corp. I Warrants,Others,Others
RCG,RENN Fund Inc Common Stock,Finance,Investment Managers
SVCCW,Stellar V Capital Corp. Warrant,Finance,Blank Checks
ACGC,ACP Holdings Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
ACGCU,ACP Holdings Acquisition Corp. Units,Finance,Blank Checks
ACGCW,ACP Holdings Acquisition Corp. Warrants,Finance,Blank Checks
ACAAW,Averin Capital Acquisition Corp. Warrants,Finance,Blank Checks
ACAAU,Averin Capital Acquisition Corp. Units,Finance,Blank Checks
TDWD,Tailwind 2.0 Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
ADACU,American Drive Acquisition Company Units,Finance,Blank Checks
SVIV,Spring Valley Acquisition Corp. IV Class A Ordinary Shares,Finance,Blank Checks
SVIVW,Spring Valley Acquisition Corp. IV Warrants,Finance,Blank Checks
SZZL,Sizzle Acquisition Corp. II Class A ordinary shares,Finance,Blank Checks
TACH,Titan Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
TACHW,Titan Acquisition Corp. Warrants,Finance,Blank Checks
NBH,Neuberger Municipal Fund Inc. Common Stock,Finance,Finance/Investors Services
SVAC,Spring Valley Acquisition Corp. III Class A Ordinary Shares,Finance,Blank Checks
SVACU,Spring Valley Acquisition Corp. III Unit,Finance,Blank Checks
SVACW,Spring Valley Acquisition Corp. III Warrant,Finance,Blank Checks
SVAQ,Silicon Valley Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
SVAQU,Silicon Valley Acquisition Corp. Units,Finance,Blank Checks
SVAQW,Silicon Valley Acquisition Corp. Warrants,Finance,Blank Checks
SVCC,Stellar V Capital Corp. Class A Ordinary Shares,Others,Others
ADAC,American Drive Acquisition Company Class A Ordinary Shares,Others,Others
TDWDR,Tailwind 2.0 Acquisition Corp. Rights,Finance,Blank Checks
IEAGR,Infinite Eagle Acquisition Corp. Rights,Finance,Blank Checks
IEAGU,Infinite Eagle Acquisition Corp. Unit,Others,Others
IBACR,IB Acquisition Corp. Right,Finance,Blank Checks
IDACU,Iron Dome Acquisition I Corp. Units,Others,Others
SORNU,Soren Acquisition Corp. Unit,Finance,Blank Checks
GJP,Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,Finance,Finance: Consumer Services
IMSRW,Terrestrial Energy Inc. Warrant,Others,Others
INAC,Indigo Acquisition Corp. Ordinary Shares,Others,Others
INACR,Indigo Acquisition Corp. Right,Others,Others
INACU,Indigo Acquisition Corp. Unit,Others,Others
GLED,GalaxyEdge Acquisition Corporation Ordinary Shares,Finance,Blank Checks
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
IEAG,Infinite Eagle Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
HVII,Hennessy Capital Investment Corp. VII Ordinary Shares,Others,Others
TACOU,Berto Acquisition Corp. Unit,Finance,Blank Checks
TACOW,Berto Acquisition Corp. Warrant,Finance,Blank Checks
TAVI,Tavia Acquisition Corp. Ordinary Shares,Finance,Blank Checks
AEAQ,Activate Energy Acquisition Corp. Class A Ordinary Share,Others,Others
AEAQU,Activate Energy Acquisition Corp. Unit,Others,Others
AEAQW,Activate Energy Acquisition Corp. Warrant,Others,Others
GJO,Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,Finance,Finance: Consumer Services
GRF,Eagle Capital Growth Fund Inc. Common Stock,Finance,Finance/Investors Services
IAF,abrdn Australia Equity Fund Inc. Common Stock,Finance,Finance/Investors Services
ADAMH,Adamas Trust Inc. 9.875% Senior Notes Due 2030,Real Estate,Real Estate Investment Trusts
ADAMO,Adamas Trust Inc. 9.250% Senior Notes Due 2031,Real Estate,Real Estate Investment Trusts
SOCA,Solarius Capital Acquisition Corp. Class A Ordinary Share,Others,Others
SOCAU,Solarius Capital Acquisition Corp. Units,Finance,Blank Checks
SORN,Soren Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
